# sha256 10b505f91906ce3b69e5ea463b7dc1d910eed1a8bc2952290bc37ac707e94b2f
user_field_name,legacy_value,legacy_text,value,url,disposition
Mask,5484,Simplus Full Face CPAP Mask with Headgear - Fit Pack (All Sizes Included),Simplus Full Face CPAP Mask,https://www.cpap.com/products/fisher-paykel-simplus-full-face-cpap-mask,resolves-to-product
Mask,5485,Eson 2 Nasal CPAP Mask with Headgear - Fit Pack,Eson 2 Nasal CPAP Mask,https://www.cpap.com/products/eson-2-nasal-cpap-mask,resolves-to-product
Mask,5499,ResMed AirFit F30 Full Face CPAP Mask with Headgear,AirFit F30 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f30-full-face-cpap-mask,resolves-to-product
Mask,5539,AirFit N30i Nasal CPAP Mask with Headgear Starter Pack,AirFit N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airfit-n30i-nasal-cpap-mask,resolves-to-product
Mask,5564,Bleep DreamPort CPAP Mask Solution,Bleep DreamPort CPAP Mask,https://www.cpap.com/products/bleep-dreamport-cpap-mask,resolves-to-product
Mask,5573,DreamWisp Nasal CPAP Mask With Headgear,DreamWisp Nasal CPAP Mask (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,5576,DreamWisp Nasal CPAP Mask WITHOUT Headgear,DreamWisp Nasal CPAP Mask (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,5579,"DreamWisp Nasal CPAP Mask with Headgear - Fit Pack (S, M, L Cushions Included)",DreamWisp Nasal CPAP Mask (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,5580,"DreamWisp Nasal CPAP Mask WITHOUT Headgear - Fit Pack (S, M, L Cushions Included)",DreamWisp Nasal CPAP Mask (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,5599,AirFit P30i Nasal Pillow CPAP Mask with Headgear Starter Pack,AirFit P30i Nasal Pillow CPAP Mask,https://www.cpap.com/products/resmed-airfit-p30i-nasal-pillow-cpap-mask,resolves-to-product
Mask,5653,"Fisher & Paykel Vitera Full Face Mask with Headgear (S, M, or L Cushion)",Fisher & Paykel Vitera Full Face Mask,https://www.cpap.com/products/fisher-paykel-vitera-full-face-mask,resolves-to-product
Mask,5659,Fisher & Paykel Vitera Full Face Mask with Headgear - Fit Pack (All Sizes Included),Fisher & Paykel Vitera Full Face Mask,https://www.cpap.com/products/fisher-paykel-vitera-full-face-mask,resolves-to-product
Mask,5667,ResMed AirFit F20 Mask with Headgear + 2 Replacement Cushions,AirFit F20 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f20-full-face-cpap-mask,resolves-to-product
Mask,5669,ResMed AirTouch F20 Mask with Headgear + 2 Replacement Cushions Bundle,AirFit F20 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f20-full-face-cpap-mask,resolves-to-product
Mask,5670,ResMed AirTouch F20 Mask For Her with Headgear + 2 Replacement Cushions,AirFit F20 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f20-full-face-cpap-mask,resolves-to-product
Mask,5671,ResMed AirFit F30 Mask + 2 Replacement Cushions Bundle,AirFit F30 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f30-full-face-cpap-mask,resolves-to-product
Mask,5672,ResMed AirFit N20 Mask + 5 Replacement Cushions Bundle,AirFit N20 Nasal CPAP Mask,https://www.cpap.com/products/resmed-airfit-n20-nasal-cpap-mask,resolves-to-product
Mask,5687,ResMed AirFit N30 Nasal CPAP Mask with Headgear,AirFit N30 Nasal CPAP Mask,https://www.cpap.com/products/resmed-airfit-n30-nasal-cpap-mask-with-headgear,resolves-to-product
Mask,5729,ResMed AirFit F30i Full Face CPAP Mask with Headgear,AirFit F30i Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f30i-full-face-cpap-mask,resolves-to-product
Mask,5793,AirFit N20 Complete Mask + AirMini Mask Setup Pack Bundle,AirFit N20 Nasal CPAP Mask,https://www.cpap.com/products/resmed-airfit-n20-nasal-cpap-mask,resolves-to-product
Mask,5794,AirFit F20 Complete Mask + AirMini Mask Setup Pack Bundle,AirMini Mask Setup Pack,https://www.cpap.com/products/resmed-airmini-mask-setup-pack,resolves-to-product
Mask,5798,Apex Wizard 320 Full Face CPAP Mask,Apex Wizard 320 Full Face CPAP Mask (Discontinued),https://www.cpap.com/collections/full-face-cpap-masks,collection
Mask,5799,Apex Wizard 310 Nasal CPAP Mask,Apex Wizard 310 Nasal CPAP Mask (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,5821,Fisher & Paykel Evora Nasal CPAP Mask with Headgear,Fisher & Paykel Evora Nasal CPAP Mask,https://www.cpap.com/products/fisher-paykel-evora-nasal-cpap-mask-with-headgear,resolves-to-product
Mask,5826,Fisher & Paykel Evora Nasal CPAP Mask - Fit Pack,Fisher & Paykel Evora Nasal CPAP Mask,https://www.cpap.com/products/fisher-paykel-evora-nasal-cpap-mask-with-headgear,resolves-to-product
Mask,5837,ResMed AirTouch N20 Nasal CPAP Mask with Headgear,AirTouch N20 Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n20-nasal-cpap-mask,resolves-to-product
Mask,5840,3B Medical Siesta Full Face CPAP Mask,3B Medical Siesta Full Face CPAP Mask (Discontinued),https://www.cpap.com/collections/full-face-cpap-masks,collection
Mask,5852,DreamWear Nasal CPAP Mask - Fit Pack + Mask Wipes Bundle,DreamWear Nasal CPAP Mask - Fit Pack + Mask Wipes Bundle (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,5854,test10,test10,,blank-title
Mask,5873,DreamWear Silicone Nasal Pillow CPAP Mask with Headgear - Fit Pack (All Nasal Pillows with Medium Frame),DreamWear Silicone Nasal Pillow Mask,https://www.cpap.com/products/dreamwear-silicone-nasal-pillow-cpap-mask,resolves-to-product
Mask,5874,DreamWear Silicone Nasal Pillow CPAP Mask with Headgear,DreamWear Silicone Nasal Pillow CPAP Mask with Headgear (Discontinued),https://www.cpap.com/collections/nasal-pillows-cpap-masks,collection
Mask,5938,Deluxe Full Face Mask with Headgear,Deluxe Full Face Mask with Headgear (Discontinued),https://www.cpap.com/collections/full-face-cpap-masks,collection
Mask,5954,AirMini Mask Setup Pack with AirFit N30 Nasal CPAP Mask,AirMini Mask Setup Pack with N30,https://www.cpap.com/products/airmini-mask-setup-pack-n30-nasal-mask,resolves-to-product
Mask,5981,AirFit F30 Complete Mask + AirMini Mask Setup Pack Bundle,AirFit F30 + AirMini Mask Setup Pack Bundle,https://www.cpap.com/products/resmed-airfit-f30-complete-mask-airmini-mask-setup-pack-bundle,resolves-to-product
Mask,5982,AirTouch F20 Complete Mask + AirMini Setup Pack Bundle,AirTouch F20 + AirMini Setup Pack Bundle,https://www.cpap.com/products/resmed-airtouch-f20-complete-mask-airmini-mask-setup-pack-bundle,resolves-to-product
Mask,5986,3B Medical Siesta Nasal CPAP Mask with Headgear - Fit Pack,3B Medical Siesta Nasal CPAP Mask (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,6070,Eclipse Starter Kit,Bleep Eclipse Starter Kit,https://www.cpap.com/products/bleep-eclipse-starter-kit-cpap-mask,resolves-to-product
Mask,6072,Evora Full Face Mask,Evora Full Face Mask,https://www.cpap.com/products/evora-full-face-mask-with-headgear,resolves-to-product
Mask,6073,Evora Full Face Mask - Fitpack,Evora Full Face Mask,https://www.cpap.com/products/evora-full-face-mask-with-headgear,resolves-to-product
Mask,6130,Morf Nasal Mask,Morf Nasal Mask (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,6178,Simplus Full Face Mask w/ 2 Cushions,Simplus Full Face Mask w/ 2 Cushions (Discontinued),https://www.cpap.com/collections/full-face-cpap-masks,collection
Mask,6206,P10 Year Resupply,P10 Year Resupply (Discontinued),https://www.cpap.com/collections/nasal-pillows-cpap-masks,collection
Mask,6207,AirFit F20 1 Year Resupply Bundle,AirFit F20 1 Year Resupply Bundle (Discontinued),https://www.cpap.com/collections/full-face-cpap-masks,collection
Mask,6208,N20 1 Year Resupply,N20 1 Year Resupply (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,6247,AirFit™ F40 System - M/LGE,AirFit F40 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f40-full-face-cpap-mask,resolves-to-product
Mask,6248,AirFit™ F40 System - M/SML,AirFit F40 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f40-full-face-cpap-mask,resolves-to-product
Mask,6249,AirFit™ F40 System - M/STD,AirFit F40 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f40-full-face-cpap-mask,resolves-to-product
Mask,6250,AirFit™ F40 System - SW/STD,AirFit F40 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f40-full-face-cpap-mask,resolves-to-product
Mask,6251,AirFit™ F40 System - L/STD,AirFit F40 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f40-full-face-cpap-mask,resolves-to-product
Mask,6259,Solo Nasal Mask,Fisher & Paykel Solo Nasal Mask,https://www.cpap.com/products/fisher-paykel-solo-nasal-cpap-mask,resolves-to-product
Mask,6273,Solo Nasal Pillow Mask,Fisher & Paykel Solo Nasal Pillow Mask,https://www.cpap.com/products/fisher-paykel-solo-nasal-pillow-cpap-mask,resolves-to-product
Mask,6278,ResMed AirTouch™ N30i System - L/SML,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6279,ResMed AirTouch™ N30i System - M/SML,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6280,ResMed AirTouch™ N30i System - SW/SML,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6281,ResMed AirTouch™ N30i System - L/STD,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6282,ResMed AirTouch™ N30i System - M/STD,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6283,ResMed AirTouch™ N30i System - SW/STD,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6284,ResMed AirTouch™ N30i Small Starterpack,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6285,ResMed AirTouch™ N30i Standard Starterpack,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6292,ResMed AirTouch™ N30i Frame System - L/STD,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6293,ResMed AirTouch™ N30i Frame System - M/STD,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6294,ResMed AirTouch™ N30i Frame System - SW/STD,AirTouch N30i Nasal CPAP Mask,https://www.cpap.com/products/resmed-airtouch-n30i-nasal-cpap-mask,resolves-to-product
Mask,6295,Nova Micro Nasal Pillow Mask,Nova Micro Nasal Pillow Mask,https://www.cpap.com/products/nova-micro-nasal-pillow-cpap-mask,resolves-to-product
Mask,6326,x30I starter pack large,AirFit X30i Oral Nasal CPAP Mask,https://www.cpap.com/products/resmed-airfit-x30i-oral-nasal-cpap-mask,resolves-to-product
Mask,6327,x30i fitpack small,AirFit X30i Oral Nasal CPAP Mask,https://www.cpap.com/products/resmed-airfit-x30i-oral-nasal-cpap-mask,resolves-to-product
Mask,6328,AirFit X30i stdStarter Pack,AirFit X30i Oral Nasal CPAP Mask,https://www.cpap.com/products/resmed-airfit-x30i-oral-nasal-cpap-mask,resolves-to-product
Mask,6348,AirTouch F30i Clear Full Face CPAP Mask,AirTouch F30i Clear Full Face CPAP Mask,https://www.cpap.com/products/resmed-airtouch-f30i-clear-full-face-cpap-mask,resolves-to-product
Mask,6349,AirTouch F30i Clear Mask Kit,AirTouch F30i Clear Full Face CPAP Mask,https://www.cpap.com/products/resmed-airtouch-f30i-clear-full-face-cpap-mask,resolves-to-product
Mask,6365,Nova Nasal CPAP Mask,Nova Nasal CPAP Mask (Discontinued),https://www.cpap.com/collections/nasal-cpap-masks,collection
Mask,6366,Assembly Kit for Nova Nasal Mask,Assembly Kit for Nova Nasal Mask (Discontinued),https://www.cpap.com/collections/cpap-mask-assembly-kits,collection
Mask,6368,AirTouch F30i Comfort,AirTouch F30i Clear Full Face CPAP Mask,https://www.cpap.com/products/resmed-airtouch-f30i-clear-full-face-cpap-mask,resolves-to-product
Mask,6369,AirTouch™ F30i Comfort Frame system (includes frame with elbow  and cushion),AirTouch F30i Clear Full Face CPAP Mask,https://www.cpap.com/products/resmed-airtouch-f30i-clear-full-face-cpap-mask,resolves-to-product
Mask,6377,AirFit™ F20 Non Magnetic Complete Mask System - LGE,AirFit F20 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f20-full-face-cpap-mask,resolves-to-product
Mask,6378,AirFit™ F20 Non Magnetic Complete Mask System - Med,AirFit F20 Full Face CPAP Mask,https://www.cpap.com/products/resmed-airfit-f20-full-face-cpap-mask,resolves-to-product
